drone_id,package_weight,package_length,package_width,package_height,package_destination_city,package_destination_country,package_origin_country,package_delivery_date,package_value,package_insurance,drone_cost,drone_manufacture,drone_model
654,366.61,27.98,75.85,37.59,Tullamore,Ireland,Ireland,11/27/2018,Euro,TRUE,4005,Potensic,DJI Phantom 4
655,340.19,98.71,16.53,58.18,Cabinteely,Ireland,Ireland,11/22/2016,Euro,FALSE,5014,Yuneec,DJI Mavic Pro
656,63.82,10.09,86.39,68.48,Kildare,Ireland,Ireland,4/29/2016,Euro,FALSE,2659,Potensic,Yuneec Typhoon H Pro
657,398.34,81.97,74.3,81.78,Confey,Ireland,Ireland,5/14/2016,Euro,TRUE,9901,Yuneec,DJI Mavic Pro
658,149.88,91.7,37.68,50.89,Portumna,Ireland,Ireland,11/25/2015,Euro,TRUE,2007,3DR,DJI Phantom 4
659,277.22,59.3,72.29,29.3,Blessington,Ireland,Ireland,6/15/2018,Euro,TRUE,2134,Holy Stone,DJI Inspire 2
660,349.77,52.02,14.35,76.18,Edgeworthstown,Ireland,Ireland,05-08-2018,Euro,TRUE,2098,Holy Stone,DJI Phantom 4
661,273.32,78.77,69.9,96.01,Raheny,Ireland,Ireland,11/28/2018,Euro,TRUE,6363,Yuneec,DJI Phantom 4
662,487.3,33.88,71.91,62.39,Beaumont,Ireland,Ireland,02-07-2017,Euro,FALSE,6772,Syma,Parrot Bebop 2
663,445.71,63.06,42.21,32.46,Macroom,Ireland,Ireland,4/20/2015,Euro,TRUE,8098,3DR,Yuneec Typhoon H Pro
664,341.6,89.76,24.2,54.16,Skerries,Ireland,Ireland,10-12-2016,Euro,FALSE,3661,Yuneec,Parrot Bebop 2
665,111.83,64.07,83.22,26.45,Raphoe,Ireland,Ireland,05-02-2016,Euro,FALSE,7247,DJI,DJI Phantom 4
666,113.39,46.25,20.9,80.1,Castlerea,Ireland,Ireland,2/18/2018,Euro,TRUE,4316,Holy Stone,Yuneec Typhoon H Pro
667,25.29,96.88,91.89,50.81,Caherconlish,Ireland,Ireland,11-07-2018,Euro,FALSE,3568,DJI,Yuneec Typhoon H Pro
668,162.75,70.01,75.3,99.6,Oranmore,Ireland,Ireland,7/27/2018,Euro,TRUE,3744,3DR,DJI Phantom 4
669,130.38,95.56,9.61,52.93,Granard,Ireland,Ireland,3/31/2018,Euro,TRUE,4072,Autel Robotics,DJI Mavic Pro
670,273.51,38.87,42.66,65.99,Coolock,Ireland,Ireland,9/14/2015,Euro,FALSE,7415,Potensic,DJI Inspire 2
671,51,58.56,67.23,69.43,Cashel,Ireland,Ireland,9/14/2016,Euro,TRUE,4275,Hubsan,Yuneec Typhoon H Pro
672,262.84,57.79,75.59,81.59,Charlesland,Ireland,Ireland,03-05-2018,Euro,FALSE,7129,Autel Robotics,Yuneec Typhoon H Pro
673,179.53,43.74,91.27,41.04,Cork,Ireland,Ireland,11/15/2017,Euro,TRUE,5111,Holy Stone,DJI Mavic Pro
674,110.67,61.25,50.23,34.28,Milltown,Ireland,Ireland,6/28/2017,Euro,TRUE,6205,Potensic,DJI Inspire 2
675,47.41,21.18,21.97,68.02,Dunlewy,Ireland,Ireland,6/17/2018,Euro,FALSE,1441,Parrot,Yuneec Typhoon H Pro
676,443.56,66.07,78.95,42.03,Donabate,Ireland,Ireland,6/22/2015,Euro,TRUE,4072,Hubsan,DJI Inspire 2
677,239.5,64.83,77.28,43.03,Clifden,Ireland,Ireland,7/20/2017,Euro,FALSE,984,3DR,DJI Mavic Pro
678,485.76,93.29,83.43,78.76,Tullamore,Ireland,Ireland,5/19/2015,Euro,FALSE,8740,Autel Robotics,DJI Phantom 4
679,328.9,40.86,80.74,78.03,Castlemartyr,Ireland,Ireland,7/19/2018,Euro,FALSE,3358,Hubsan,DJI Mavic Pro
680,343.28,98.17,65.34,14.57,Donnybrook,Ireland,Ireland,11/18/2018,Euro,FALSE,3667,Syma,DJI Phantom 4
681,336.74,23.72,96.17,31.99,Castleknock,Ireland,Ireland,8/13/2017,Euro,FALSE,2190,Hubsan,DJI Inspire 2
682,117.73,84.72,84.56,82.41,Moycullen,Ireland,Ireland,03-09-2017,Euro,TRUE,8841,Syma,DJI Inspire 2
683,196.99,70.71,80.78,47.59,Cavan,Ireland,Ireland,7/27/2018,Euro,TRUE,6656,UDI,DJI Phantom 4
684,235.79,5.9,82.44,82.47,Ballinroad,Ireland,Ireland,9/13/2017,Euro,TRUE,6095,DJI,DJI Mavic Pro
685,347.32,89.07,76.28,49.12,Ballymun,Ireland,Ireland,04-05-2018,Euro,FALSE,1264,Syma,Yuneec Typhoon H Pro
686,236.4,31.7,16.42,72.58,Bundoran,Ireland,Ireland,11-01-2015,Euro,FALSE,4097,JJRC,Parrot Bebop 2
687,360.14,93.58,77.75,47.15,Castleknock,Ireland,Ireland,04-03-2015,Euro,TRUE,9494,Yuneec,DJI Inspire 2
688,277.07,69.07,8.46,74.38,Piltown,Ireland,Ireland,12/13/2017,Euro,TRUE,9718,3DR,Yuneec Typhoon H Pro
689,491.36,45.56,91.54,62.08,Cill Airne,Ireland,Ireland,12/27/2016,Euro,FALSE,7182,Holy Stone,Parrot Bebop 2
690,137.76,87.57,81.34,83.36,Moycullen,Ireland,Ireland,2/14/2017,Euro,FALSE,7946,3DR,DJI Phantom 4
691,30.92,65.19,75.5,4.63,Watergrasshill,Ireland,Ireland,9/22/2015,Euro,FALSE,9490,Yuneec,Parrot Bebop 2
692,328.1,18.25,36.49,69.94,Dungloe,Ireland,Ireland,10-08-2017,Euro,FALSE,3463,DJI,Parrot Bebop 2
693,299.93,25.39,22.38,12.33,Shankill,Ireland,Ireland,04-04-2018,Euro,TRUE,7032,JJRC,DJI Phantom 4
694,350.44,83.11,66.35,33.11,Valleymount,Ireland,Ireland,8/16/2018,Euro,FALSE,4329,Syma,Parrot Bebop 2
695,19.3,83.32,97.37,68.96,Shankill,Ireland,Ireland,11/15/2018,Euro,TRUE,3723,Parrot,Yuneec Typhoon H Pro
696,213.96,27.22,51.06,34.38,Ballybofey,Ireland,Ireland,4/17/2016,Euro,TRUE,8316,DJI,DJI Mavic Pro
697,49.38,21.87,39.46,39.3,Blarney,Ireland,Ireland,05-01-2018,Euro,TRUE,9539,Syma,Parrot Bebop 2
698,249.97,92.54,32.15,58.4,Cabinteely,Ireland,Ireland,11-12-2017,Euro,TRUE,2249,Potensic,Parrot Bebop 2
699,199.43,77.08,62.4,31.63,Ballyhaunis,Ireland,Ireland,04-09-2016,Euro,TRUE,6993,Autel Robotics,DJI Inspire 2
700,490.86,27.72,28.99,89.2,Adare,Ireland,Ireland,01-11-2015,Euro,TRUE,2884,Autel Robotics,DJI Inspire 2
701,27.05,98.54,72.11,12.51,Cork,Ireland,Ireland,7/31/2018,Euro,TRUE,989,Yuneec,DJI Phantom 4
702,224.82,57.08,85.94,14.52,Listowel,Ireland,Ireland,6/25/2017,Euro,TRUE,1788,Holy Stone,DJI Inspire 2
703,277.73,91.15,11.54,26.89,Balrothery,Ireland,Ireland,8/30/2015,Euro,FALSE,5738,UDI,Yuneec Typhoon H Pro
704,66.63,64.13,78.35,51.8,Claremorris,Ireland,Ireland,5/23/2016,Euro,TRUE,7304,Hubsan,DJI Inspire 2
705,269.33,66.17,19.94,61.49,Donegal,Ireland,Ireland,5/16/2018,Euro,TRUE,9034,Syma,DJI Phantom 4
706,452.88,54.5,6.92,28.24,Bantry,Ireland,Ireland,11/24/2018,Euro,TRUE,9365,Autel Robotics,Yuneec Typhoon H Pro
707,137.39,92.97,32.45,99.25,Askeaton,Ireland,Ireland,6/14/2018,Euro,TRUE,5077,Autel Robotics,DJI Mavic Pro
708,169.7,73.51,96.86,34.92,Dungarvan,Ireland,Ireland,5/31/2016,Euro,TRUE,3848,Hubsan,DJI Phantom 4
709,177.4,60.4,92.61,45.68,Eadestown,Ireland,Ireland,1/27/2015,Euro,FALSE,8940,Holy Stone,DJI Phantom 4
710,362.27,53.38,14.36,65.49,Dundrum,Ireland,Ireland,8/15/2018,Euro,FALSE,1598,UDI,DJI Inspire 2
711,109.12,52.68,54.85,1.76,Kinnegad,Ireland,Ireland,12-10-2015,Euro,FALSE,3327,JJRC,DJI Inspire 2
712,328.29,69.1,76.17,54.57,Rathnew,Ireland,Ireland,10/26/2016,Euro,FALSE,5418,Yuneec,DJI Phantom 4
713,290.46,28.73,49.19,4.39,Balally,Ireland,Ireland,10-06-2016,Euro,FALSE,1417,UDI,Parrot Bebop 2
714,201.47,62.04,83.71,61.68,Boyle,Ireland,Ireland,11/21/2016,Euro,FALSE,1766,Syma,DJI Phantom 4
715,204.45,97.07,28.93,44.43,Macroom,Ireland,Ireland,4/24/2018,Euro,TRUE,5321,Hubsan,Yuneec Typhoon H Pro
716,314.89,39.2,13.16,23.09,Monasterevin,Ireland,Ireland,7/15/2018,Euro,FALSE,2358,Yuneec,DJI Inspire 2
717,90.4,33.32,32.9,40.84,Dublin,Ireland,Ireland,9/25/2015,Euro,TRUE,7011,UDI,DJI Phantom 4
718,229.31,6.17,57.38,57.01,Rathnew,Ireland,Ireland,07-03-2018,Euro,TRUE,5656,Hubsan,Parrot Bebop 2
719,220.69,30.05,98.72,77.2,Skibbereen,Ireland,Ireland,12/16/2017,Euro,FALSE,8184,Yuneec,Parrot Bebop 2
720,429.96,61.57,50.01,85.44,Sallins,Ireland,Ireland,5/19/2016,Euro,TRUE,2580,Parrot,DJI Phantom 4
721,481.6,32.66,75.47,81.96,Ferbane,Ireland,Ireland,12/23/2017,Euro,FALSE,1208,UDI,Parrot Bebop 2
722,201.94,85.75,75.62,7.79,Greenhills,Ireland,Ireland,1/31/2016,Euro,FALSE,2092,Yuneec,DJI Mavic Pro
723,374.72,51.02,20.52,67.11,Mallow,Ireland,Ireland,01-08-2016,Euro,FALSE,3381,Yuneec,DJI Phantom 4
724,256.19,56.31,44.28,79.88,Castlebellingham,Ireland,Ireland,2/16/2017,Euro,FALSE,8010,Syma,DJI Mavic Pro
725,135.81,41.15,85.91,51.25,Clifden,Ireland,Ireland,8/26/2018,Euro,TRUE,3312,3DR,DJI Inspire 2
726,171.54,97.19,57.2,22.4,Clondalkin,Ireland,Ireland,2/20/2018,Euro,FALSE,2402,3DR,DJI Mavic Pro
727,46.77,18.65,25.59,24.19,Glasnevin,Ireland,Ireland,4/26/2015,Euro,FALSE,8547,Syma,DJI Inspire 2
728,468.55,17.37,45.16,45.36,Castleknock,Ireland,Ireland,06-01-2018,Euro,TRUE,689,UDI,DJI Mavic Pro
729,182.79,30.09,26.69,93.27,Castlebellingham,Ireland,Ireland,04-11-2016,Euro,FALSE,7911,Autel Robotics,DJI Mavic Pro
730,86.42,5.22,16.87,40.53,Dungloe,Ireland,Ireland,12-04-2016,Euro,TRUE,5854,Potensic,DJI Mavic Pro
731,220.41,11.91,16.9,33.17,Tuam,Ireland,Ireland,4/15/2015,Euro,TRUE,490,UDI,DJI Inspire 2
732,289.7,25.1,1.82,31.69,Adare,Ireland,Ireland,1/18/2016,Euro,TRUE,5450,3DR,Parrot Bebop 2
733,96.64,47.4,45.12,45.15,Cill Airne,Ireland,Ireland,2/26/2018,Euro,FALSE,1927,Syma,DJI Phantom 4
734,74.16,3.49,57,84.82,Castlemartyr,Ireland,Ireland,1/18/2018,Euro,FALSE,2986,Potensic,Yuneec Typhoon H Pro
735,96.46,37.26,14.94,38.24,Newmarket on Fergus,Ireland,Ireland,09-05-2018,Euro,FALSE,8213,Potensic,Yuneec Typhoon H Pro
736,421.34,22.35,24.65,90.79,Monasterevin,Ireland,Ireland,5/13/2018,Euro,TRUE,737,Syma,Yuneec Typhoon H Pro
737,86.08,40.22,14.92,4.13,Donnybrook,Ireland,Ireland,11-02-2016,Euro,FALSE,2306,UDI,Parrot Bebop 2
738,420.51,10.38,92.51,58.17,Skibbereen,Ireland,Ireland,5/25/2016,Euro,TRUE,4545,Autel Robotics,Parrot Bebop 2
739,150.24,92.62,30.23,7.69,Rathwire,Ireland,Ireland,11/21/2017,Euro,TRUE,8145,Potensic,Parrot Bebop 2
740,490.2,8.14,8.65,48.72,Swords,Ireland,Ireland,10/17/2017,Euro,FALSE,5982,Potensic,DJI Phantom 4
741,111.87,97.62,90.44,33.47,Loughrea,Ireland,Ireland,12-08-2015,Euro,TRUE,4938,Autel Robotics,DJI Inspire 2
742,181.41,61.94,31.65,91.9,Oughterard,Ireland,Ireland,12-11-2017,Euro,TRUE,1084,Yuneec,DJI Phantom 4
743,453.42,40.29,24.28,42.1,Leixlip,Ireland,Ireland,03-06-2015,Euro,TRUE,9686,Potensic,Yuneec Typhoon H Pro
744,96.66,57.04,88.96,45.36,Edgeworthstown,Ireland,Ireland,05-03-2015,Euro,TRUE,6215,DJI,DJI Mavic Pro
745,309.75,69.76,20.91,20.26,Ballivor,Ireland,Ireland,2/23/2018,Euro,FALSE,1847,Syma,Parrot Bebop 2
746,351.96,8.9,11.33,99.59,Kiltamagh,Ireland,Ireland,6/26/2015,Euro,TRUE,5738,3DR,DJI Mavic Pro
747,319.1,15.99,3.2,83.77,Ballybofey,Ireland,Ireland,9/16/2015,Euro,TRUE,1123,JJRC,DJI Mavic Pro
748,266.44,65.89,68.89,19.04,Clonskeagh,Ireland,Ireland,04-07-2017,Euro,FALSE,6788,JJRC,Parrot Bebop 2
749,395.65,81.54,65.79,19.87,Castleknock,Ireland,Ireland,5/19/2016,Euro,FALSE,4974,UDI,DJI Phantom 4
750,55.39,17.82,81.93,12.67,Ballyboden,Ireland,Ireland,01-07-2015,Euro,TRUE,7857,Yuneec,Parrot Bebop 2
751,422.61,99.62,20.72,15.67,Kilmacanoge,Ireland,Ireland,8/29/2017,Euro,TRUE,365,JJRC,Parrot Bebop 2
752,71.22,71.73,55.67,66.15,Dromiskin,Ireland,Ireland,4/30/2016,Euro,FALSE,9983,Autel Robotics,Parrot Bebop 2
753,372.75,12.59,81.8,19.34,Lusk,Ireland,Ireland,9/18/2015,Euro,TRUE,2171,UDI,DJI Inspire 2
754,162.96,30.02,60.04,31.59,Ashford,Ireland,Ireland,7/28/2018,Euro,TRUE,1567,Hubsan,DJI Mavic Pro
755,366.92,58.47,74.88,71.94,Clonskeagh,Ireland,Ireland,12/23/2015,Euro,TRUE,9457,Hubsan,DJI Mavic Pro
756,374.98,34.52,39.86,16.5,Ballybofey,Ireland,Ireland,5/19/2015,Euro,FALSE,9788,Syma,DJI Inspire 2
757,296.53,26.38,73.62,66.3,Cill Airne,Ireland,Ireland,11/18/2018,Euro,TRUE,1401,Autel Robotics,Parrot Bebop 2
758,426.77,52.56,2.22,64.37,Cobh,Ireland,Ireland,1/31/2018,Euro,TRUE,4848,Parrot,Yuneec Typhoon H Pro
759,124.01,51.77,57.55,10.72,Bundoran,Ireland,Ireland,11/16/2016,Euro,FALSE,5787,Syma,DJI Phantom 4
760,35.08,51.37,82,42.04,Bayside,Ireland,Ireland,03-07-2017,Euro,TRUE,3357,Hubsan,DJI Inspire 2
761,366.69,2.87,65.79,52.68,Cabinteely,Ireland,Ireland,09-03-2016,Euro,TRUE,9683,Syma,DJI Phantom 4
762,148.95,14.33,52.47,55.77,Gort,Ireland,Ireland,1/17/2017,Euro,FALSE,2291,Hubsan,Yuneec Typhoon H Pro
763,195.72,64.12,71.54,13.69,Cobh,Ireland,Ireland,4/21/2018,Euro,FALSE,1674,3DR,DJI Phantom 4
764,92.42,11.73,58.26,28.13,Ballisodare,Ireland,Ireland,9/20/2017,Euro,TRUE,7870,Holy Stone,Yuneec Typhoon H Pro
765,89.25,81.96,64.51,3.14,Clogherhead,Ireland,Ireland,01-07-2016,Euro,FALSE,5500,Parrot,DJI Phantom 4
766,196.52,44.47,56.49,40.01,Donegal,Ireland,Ireland,11-08-2016,Euro,FALSE,4898,DJI,DJI Mavic Pro
767,132.37,40.32,80.44,23.97,Rathwire,Ireland,Ireland,03-01-2015,Euro,TRUE,9838,Syma,Parrot Bebop 2
768,192.07,25.54,15.24,6.76,Dunleer,Ireland,Ireland,07-05-2017,Euro,FALSE,262,Holy Stone,DJI Phantom 4
769,370.73,18.54,36.46,91.46,Portumna,Ireland,Ireland,02-05-2016,Euro,TRUE,3174,UDI,DJI Inspire 2
770,247.33,4.14,32.1,3.54,Castlebridge,Ireland,Ireland,03-04-2017,Euro,TRUE,6574,Potensic,Parrot Bebop 2
771,152.64,13.57,66.19,38.63,Rathangan,Ireland,Ireland,05-04-2018,Euro,FALSE,8765,Potensic,DJI Inspire 2
772,251.41,79.97,45.8,83.94,Manorhamilton,Ireland,Ireland,3/20/2015,Euro,FALSE,7606,Hubsan,Yuneec Typhoon H Pro
773,117.69,29.99,18.24,2.59,Castleknock,Ireland,Ireland,11-05-2015,Euro,TRUE,7782,Potensic,DJI Phantom 4
774,162.08,17.45,35.26,97.09,Shankill,Ireland,Ireland,12/26/2018,Euro,TRUE,3749,Potensic,DJI Phantom 4
775,189.82,37.91,14.85,54.05,Swinford,Ireland,Ireland,6/19/2016,Euro,TRUE,4366,Hubsan,Parrot Bebop 2
776,385.91,6.52,76.44,72.85,Watergrasshill,Ireland,Ireland,03-07-2015,Euro,TRUE,9410,JJRC,DJI Mavic Pro
777,453.66,75.82,29.67,48.99,Kinsale,Ireland,Ireland,11/15/2017,Euro,TRUE,6391,Potensic,Yuneec Typhoon H Pro
778,452.28,92.92,74.18,35.12,Rathdrum,Ireland,Ireland,9/22/2015,Euro,FALSE,1502,Syma,DJI Inspire 2
779,252.39,47.51,84.96,16.01,Fermoy,Ireland,Ireland,12-11-2017,Euro,TRUE,8767,Hubsan,Yuneec Typhoon H Pro
780,381.36,17.83,67.51,36.02,Athlone,Ireland,Ireland,04-11-2015,Euro,FALSE,2551,Parrot,Yuneec Typhoon H Pro
781,413.71,76.3,40.65,91.08,Longford,Ireland,Ireland,6/24/2016,Euro,FALSE,3546,Yuneec,DJI Phantom 4
782,291.2,79.8,94.29,54.14,Raphoe,Ireland,Ireland,1/31/2016,Euro,FALSE,1694,Autel Robotics,Yuneec Typhoon H Pro
783,336.82,43.23,23.1,79.97,Birr,Ireland,Ireland,03-02-2016,Euro,TRUE,8556,Hubsan,DJI Inspire 2
784,81.05,97.11,13.43,29.72,Kinnegad,Ireland,Ireland,4/18/2018,Euro,FALSE,9368,Autel Robotics,DJI Mavic Pro
785,364.37,78.09,56.9,93.98,Castlepollard,Ireland,Ireland,12/18/2017,Euro,TRUE,2909,JJRC,Parrot Bebop 2
786,172.46,90.54,40.5,32.38,Cluain Meala,Ireland,Ireland,08-08-2015,Euro,TRUE,3170,UDI,DJI Phantom 4
787,111.65,81.34,34.71,52.24,Balrothery,Ireland,Ireland,11/16/2016,Euro,FALSE,6611,3DR,Yuneec Typhoon H Pro
788,470.96,10.61,51.57,25.85,Killorglin,Ireland,Ireland,04-08-2015,Euro,FALSE,619,Autel Robotics,Parrot Bebop 2
789,122.69,65.1,56.59,90.66,Bantry,Ireland,Ireland,9/14/2015,Euro,TRUE,753,Yuneec,DJI Phantom 4
790,233.65,78.9,29.09,7.91,Enniskerry,Ireland,Ireland,4/25/2018,Euro,FALSE,7357,Autel Robotics,DJI Phantom 4
791,357.82,29.56,51.68,7.77,Portumna,Ireland,Ireland,10-12-2015,Euro,FALSE,1354,Potensic,DJI Phantom 4
792,396.99,62.15,14.83,62.45,Castleknock,Ireland,Ireland,10-08-2018,Euro,FALSE,9751,Potensic,Parrot Bebop 2
793,315.58,6.1,17.65,10.9,Youghal,Ireland,Ireland,05-04-2015,Euro,FALSE,5720,UDI,Yuneec Typhoon H Pro
794,221.78,69.63,56.34,28.71,Cabinteely,Ireland,Ireland,7/16/2015,Euro,FALSE,3899,JJRC,DJI Inspire 2
795,81.34,17.53,65.4,23.19,Kanturk,Ireland,Ireland,8/24/2015,Euro,FALSE,3720,3DR,DJI Phantom 4
796,436.3,82.31,22.03,41.43,Leixlip,Ireland,Ireland,5/20/2017,Euro,TRUE,6533,Holy Stone,DJI Inspire 2
797,482.15,17.92,48.69,77.25,Balrothery,Ireland,Ireland,6/22/2015,Euro,FALSE,2134,Parrot,Parrot Bebop 2
798,254.54,72.44,27.04,61.22,Charlesland,Ireland,Ireland,8/14/2018,Euro,TRUE,2675,Parrot,DJI Phantom 4
799,232.18,70.82,42.6,14.09,Castleblayney,Ireland,Ireland,3/16/2016,Euro,FALSE,1031,JJRC,DJI Mavic Pro
800,334.91,75.9,61.61,72.05,Ballymun,Ireland,Ireland,09-01-2016,Euro,FALSE,3677,JJRC,Yuneec Typhoon H Pro
801,257.31,14.64,11.8,44.41,Clifden,Ireland,Ireland,07-01-2018,Euro,FALSE,4418,Yuneec,DJI Mavic Pro
802,492.46,7.77,53.73,67.54,Fairview,Ireland,Ireland,4/16/2016,Euro,FALSE,4169,Potensic,DJI Phantom 4
803,339.69,49.7,51.17,33.96,Clifden,Ireland,Ireland,12/15/2016,Euro,TRUE,1206,Holy Stone,Parrot Bebop 2
804,64.34,18.94,80.31,61.31,Rathnew,Ireland,Ireland,2/15/2018,Euro,FALSE,8950,Yuneec,Parrot Bebop 2
805,281.19,2.22,84.16,17.28,Tuam,Ireland,Ireland,11-02-2017,Euro,FALSE,212,Holy Stone,Yuneec Typhoon H Pro
806,456.41,67.17,11.13,80.2,Moycullen,Ireland,Ireland,07-03-2017,Euro,FALSE,9715,Hubsan,Yuneec Typhoon H Pro
807,169.67,75.98,99.45,92.31,Daingean,Ireland,Ireland,1/24/2017,Euro,FALSE,5673,UDI,Yuneec Typhoon H Pro
808,414.25,57.51,78.44,96.21,Askeaton,Ireland,Ireland,6/21/2017,Euro,TRUE,5746,Autel Robotics,DJI Mavic Pro
809,485.37,34.8,40.86,64.65,Newmarket on Fergus,Ireland,Ireland,6/22/2016,Euro,FALSE,2609,3DR,Yuneec Typhoon H Pro
810,233.76,50.96,45.49,16.32,Swinford,Ireland,Ireland,02-01-2018,Euro,TRUE,5435,Syma,Parrot Bebop 2
811,83.13,45.91,42.54,36.6,Ardee,Ireland,Ireland,1/22/2016,Euro,FALSE,1802,Parrot,Parrot Bebop 2
812,264.05,56.21,91.01,45.7,Bearna,Ireland,Ireland,10/15/2017,Euro,TRUE,6930,UDI,Parrot Bebop 2
813,263.34,10.79,76.44,27.62,Castlebridge,Ireland,Ireland,10/19/2016,Euro,TRUE,7104,DJI,DJI Mavic Pro
814,151.47,67.84,14.03,7.02,Cabinteely,Ireland,Ireland,07-09-2015,Euro,TRUE,9649,Hubsan,Parrot Bebop 2
815,52.66,67.68,33.59,8.84,Charlesland,Ireland,Ireland,04-07-2016,Euro,TRUE,5993,Syma,Parrot Bebop 2
816,280.84,92.6,82.72,35.33,Cavan,Ireland,Ireland,12-12-2017,Euro,FALSE,1106,Hubsan,DJI Phantom 4
817,263.23,82.07,18.33,33.08,Ballybofey,Ireland,Ireland,12/18/2017,Euro,TRUE,3873,3DR,DJI Mavic Pro
818,470.27,61.92,31.75,52.86,Kilkenny,Ireland,Ireland,07-01-2015,Euro,FALSE,8267,DJI,DJI Phantom 4
819,335.26,27.42,35.33,55.36,Beaumont,Ireland,Ireland,02-05-2016,Euro,TRUE,8204,JJRC,DJI Phantom 4
820,67.64,14.04,49.6,96.3,Monaghan,Ireland,Ireland,12/21/2017,Euro,TRUE,8122,Syma,DJI Mavic Pro
821,458.69,10.43,56.72,13.36,Monasterevin,Ireland,Ireland,05-05-2017,Euro,TRUE,3069,Hubsan,DJI Inspire 2
822,439.39,6.01,81.14,17.58,Oughterard,Ireland,Ireland,09-09-2017,Euro,FALSE,963,Holy Stone,Parrot Bebop 2
823,43.85,14.57,99.52,92.18,Cavan,Ireland,Ireland,07-04-2015,Euro,FALSE,320,Autel Robotics,DJI Inspire 2
824,80.41,79.4,55.4,77.02,Tuam,Ireland,Ireland,5/17/2016,Euro,TRUE,9867,DJI,Yuneec Typhoon H Pro
825,381.03,23.53,50.66,53.72,Portarlington,Ireland,Ireland,5/29/2017,Euro,TRUE,2045,Parrot,Parrot Bebop 2
826,168.77,92.37,63.56,25.36,Dungloe,Ireland,Ireland,03-07-2015,Euro,TRUE,4672,Syma,DJI Mavic Pro
827,44.95,27.47,79.44,48.5,Bagenalstown,Ireland,Ireland,5/25/2017,Euro,FALSE,8485,UDI,Yuneec Typhoon H Pro
828,249.01,45.72,58.11,24.09,Sutton,Ireland,Ireland,10/13/2015,Euro,FALSE,5911,Holy Stone,DJI Mavic Pro
829,354.67,61.41,84.28,73.34,Fairview,Ireland,Ireland,01-02-2017,Euro,FALSE,5307,Potensic,Parrot Bebop 2
830,63.52,59.04,75.65,62.73,Bailieborough,Ireland,Ireland,8/18/2016,Euro,TRUE,3192,Yuneec,Parrot Bebop 2
831,195.7,72.72,58.01,70.09,Greenhills,Ireland,Ireland,8/30/2017,Euro,FALSE,789,DJI,DJI Phantom 4
832,290.64,52.45,98.39,72.14,Prosperous,Ireland,Ireland,10/14/2015,Euro,FALSE,5794,Yuneec,DJI Inspire 2
833,189.44,36.66,87.5,30.09,Shankill,Ireland,Ireland,6/16/2018,Euro,FALSE,9761,Autel Robotics,DJI Phantom 4
834,389.84,48.42,15.13,1.07,Ashford,Ireland,Ireland,09-11-2016,Euro,FALSE,6699,Parrot,DJI Inspire 2
835,384.49,49.62,52.32,97.62,Donnycarney,Ireland,Ireland,06-09-2015,Euro,TRUE,8895,Hubsan,Parrot Bebop 2
836,243.97,25.65,80.84,21.42,Clonskeagh,Ireland,Ireland,3/22/2017,Euro,TRUE,1076,Autel Robotics,Yuneec Typhoon H Pro
837,185.51,39.83,63.5,89.34,Newmarket on Fergus,Ireland,Ireland,4/17/2018,Euro,FALSE,339,Potensic,DJI Inspire 2
838,261.9,9.97,93.81,33.66,Claremorris,Ireland,Ireland,11/15/2017,Euro,FALSE,8132,JJRC,Yuneec Typhoon H Pro
839,352.46,76.02,73.17,47.9,Kinlough,Ireland,Ireland,10/14/2015,Euro,FALSE,6801,Holy Stone,Parrot Bebop 2
840,40.92,4.83,65.94,2.29,Castlebellingham,Ireland,Ireland,08-10-2017,Euro,FALSE,1651,UDI,DJI Mavic Pro
841,405.66,8.32,78.55,40.45,Cobh,Ireland,Ireland,7/14/2017,Euro,TRUE,6513,Yuneec,DJI Mavic Pro
842,369.82,35.89,15.87,22.69,Lucan,Ireland,Ireland,12-12-2016,Euro,TRUE,5354,Parrot,DJI Mavic Pro
843,221.65,4.18,36.24,49.1,Killumney,Ireland,Ireland,06-04-2017,Euro,TRUE,8061,Yuneec,DJI Inspire 2
844,153.42,14.02,15.21,73.91,Kinlough,Ireland,Ireland,07-06-2017,Euro,FALSE,9872,Hubsan,DJI Mavic Pro
845,203.33,27.63,8.41,94.91,Portumna,Ireland,Ireland,08-01-2016,Euro,FALSE,1032,UDI,DJI Mavic Pro
846,254.33,51.37,36.59,29.28,Crossmolina,Ireland,Ireland,10-04-2018,Euro,TRUE,626,UDI,Parrot Bebop 2
847,490.27,45.14,50,49.5,Ballivor,Ireland,Ireland,02-06-2016,Euro,TRUE,8193,Yuneec,DJI Mavic Pro
848,476.18,30.38,37.65,69.75,Kiltamagh,Ireland,Ireland,02-04-2018,Euro,TRUE,3664,Yuneec,Parrot Bebop 2
849,216.44,48.83,25.72,60.5,Tower,Ireland,Ireland,5/15/2016,Euro,FALSE,6569,DJI,DJI Mavic Pro
850,150.82,23.06,40.79,19.42,Rathdrum,Ireland,Ireland,03-12-2018,Euro,TRUE,6065,Parrot,Parrot Bebop 2
851,445.26,25.38,65.73,40.38,Ballinteer,Ireland,Ireland,06-05-2017,Euro,TRUE,3191,DJI,DJI Phantom 4
852,166.2,86.81,18.77,60.03,Ballymun,Ireland,Ireland,07-09-2015,Euro,TRUE,3536,3DR,Yuneec Typhoon H Pro
